Type;ESR-7;
Version;3.48;
Date;25.Oct 24;
Mode;ANALYZER;
Center Freq;1000000000.000000;Hz
Freq Offset;0.000000;Hz
Span;0.000000;Hz
x-Axis;LIN;
Start;1000000000.000000;Hz
Stop;1000000000.000000;Hz
Ref Level;-10.000000;dBm
Level Offset;0.000000;dB
Ref Position;100.000000;%
y-Axis;LOG;
Level Range;100.000000;dB
Rf Att;10.000000;dB
El Att;0.000000;dB
RBW;100000.000000;Hz
VBW;100000.000000;Hz
SWT;95.000000;s
Trace Mode;CLR/WRITE;
Detector;AUTOPEAK;
Sweep Count;0;
Trace 1:;;
x-Unit;s;
y-Unit;dBm;
Preamplifier;OFF;
Transducer;OFF;
9.0725000000000104;-61.237186431884766;-61.237186431884766
9.1200000000000099;-61.288795471191406;-61.288795471191406
9.1675000000000093;-61.310638427734375;-61.310638427734375
9.2150000000000087;-61.378456115722656;-61.378456115722656
9.2625000000000082;-61.384853363037109;-61.384853363037109
9.3100000000000076;-61.337486267089844;-61.337486267089844
9.357500000000007;-61.499229431152344;-61.499229431152344
9.4050000000000065;-61.441303253173828;-61.441303253173828
9.4525000000000059;-61.569389343261719;-61.569389343261719
9.5000000000000053;-61.565921783447266;-61.565921783447266
9.5475000000000048;-61.544952392578125;-61.544952392578125
9.5950000000000042;-61.649909973144531;-61.649909973144531
9.6425000000000036;-61.633705139160156;-61.633705139160156
9.6900000000000031;-61.660419464111328;-61.660419464111328
9.7375000000000025;-61.691287994384766;-61.691287994384766
9.7850000000000019;-61.684623718261719;-61.684623718261719
9.8325000000000014;-61.695365905761719;-61.695365905761719
9.8800000000000008;-61.644756317138672;-61.644756317138672
9.9275000000000002;-61.784542083740234;-61.784542083740234
9.9749999999999996;-61.746307373046875;-61.746307373046875
10.022499999999999;-61.798114776611328;-61.798114776611328
10.069999999999999;-61.776473999023438;-61.776473999023438
10.117499999999998;-61.878929138183594;-61.878929138183594
10.164999999999997;-61.757453918457031;-61.757453918457031
10.212499999999997;-61.916271209716797;-61.916271209716797
10.259999999999996;-61.852462768554687;-61.852462768554687
10.307499999999996;-61.913181304931641;-61.913181304931641
10.354999999999995;-61.893775939941406;-61.893775939941406
10.402499999999995;-61.886898040771484;-61.886898040771484
10.449999999999994;-61.932292938232422;-61.932292938232422
10.497499999999993;-61.969749450683594;-61.969749450683594
10.544999999999993;-61.909721374511719;-61.909721374511719
10.592499999999992;-61.888572692871094;-61.888572692871094
10.639999999999992;-61.864852905273438;-61.864852905273438
10.687499999999991;-61.915725708007813;-61.915725708007813
10.734999999999991;-61.813377380371094;-61.813377380371094
10.78249999999999;-61.758544921875;-61.758544921875
10.829999999999989;-61.801979064941406;-61.801979064941406
10.877499999999989;-61.804370880126953;-61.804370880126953
10.924999999999988;-61.794994354248047;-61.794994354248047
10.972499999999988;-61.799774169921875;-61.799774169921875
11.019999999999987;-61.644565582275391;-61.644565582275391
11.067499999999987;-61.773910522460938;-61.773910522460938
11.114999999999986;-61.633155822753906;-61.633155822753906
11.162499999999985;-61.680370330810547;-61.680370330810547
11.209999999999985;-61.616065979003906;-61.616065979003906
11.257499999999984;-61.627639770507813;-61.627639770507813
11.304999999999984;-61.537673950195312;-61.537673950195312
11.352499999999983;-61.534946441650391;-61.534946441650391
11.399999999999983;-61.504413604736328;-61.504413604736328
11.447499999999982;-61.4088134765625;-61.4088134765625
11.494999999999981;-61.353855133056641;-61.353855133056641
11.542499999999981;-61.244178771972656;-61.244178771972656
11.58999999999998;-61.284915924072266;-61.284915924072266
11.63749999999998;-61.206550598144531;-61.206550598144531
11.684999999999979;-61.000438690185547;-61.000438690185547
11.732499999999979;-61.145156860351563;-61.145156860351563
11.779999999999978;-61.072124481201172;-61.072124481201172
11.827499999999977;-61.034832000732422;-61.034832000732422
11.874999999999977;-61.022186279296875;-61.022186279296875
11.922499999999976;-60.903884887695313;-60.903884887695313
11.969999999999976;-60.835128784179688;-60.835128784179688
12.017499999999975;-60.806056976318359;-60.806056976318359
12.064999999999975;-60.787822723388672;-60.787822723388672
12.112499999999974;-60.732158660888672;-60.732158660888672
12.159999999999973;-60.676677703857422;-60.676677703857422
12.207499999999973;-60.644763946533203;-60.644763946533203
12.254999999999972;-60.530689239501953;-60.530689239501953
12.302499999999972;-60.547313690185547;-60.547313690185547
12.349999999999971;-60.513362884521484;-60.513362884521484
12.397499999999971;-60.365036010742187;-60.365036010742187
12.44499999999997;-60.406295776367188;-60.406295776367188
12.49249999999997;-60.280868530273438;-60.280868530273438
12.539999999999969;-60.257255554199219;-60.257255554199219
12.587499999999968;-60.190990447998047;-60.190990447998047
12.634999999999968;-60.165451049804688;-60.165451049804688
12.682499999999967;-60.100826263427734;-60.100826263427734
12.729999999999967;-60.092945098876953;-60.092945098876953
12.777499999999966;-60.067131042480469;-60.067131042480469
12.824999999999966;-60.00286865234375;-60.00286865234375
12.872499999999965;-59.976566314697266;-59.976566314697266
12.919999999999964;-59.964736938476563;-59.964736938476563
12.967499999999964;-59.897026062011719;-59.897026062011719
13.014999999999963;-59.881828308105469;-59.881828308105469
13.062499999999963;-59.798091888427734;-59.798091888427734
13.109999999999962;-59.747116088867188;-59.747116088867188
13.157499999999962;-59.740123748779297;-59.740123748779297
13.204999999999961;-59.708713531494141;-59.708713531494141
13.25249999999996;-59.654247283935547;-59.654247283935547
13.29999999999996;-59.659534454345703;-59.659534454345703
13.347499999999959;-59.622982025146484;-59.622982025146484
13.394999999999959;-59.615932464599609;-59.615932464599609
13.442499999999958;-59.560138702392578;-59.560138702392578
13.489999999999958;-59.463626861572266;-59.463626861572266
13.537499999999957;-59.494640350341797;-59.494640350341797
13.584999999999956;-59.529071807861328;-59.529071807861328
13.632499999999956;-59.521003723144531;-59.521003723144531
13.679999999999955;-59.475105285644531;-59.475105285644531
13.727499999999955;-59.467086791992188;-59.467086791992188
13.774999999999954;-59.425472259521484;-59.425472259521484
13.822499999999954;-59.434925079345703;-59.434925079345703
13.869999999999953;-59.375057220458984;-59.375057220458984
13.917499999999952;-59.360340118408203;-59.360340118408203
13.964999999999952;-59.391456604003906;-59.391456604003906
14.012499999999951;-59.341056823730469;-59.341056823730469
14.059999999999951;-59.301353454589844;-59.301353454589844
14.10749999999995;-59.398101806640625;-59.398101806640625
14.15499999999995;-59.359603881835938;-59.359603881835938
14.202499999999949;-59.367137908935547;-59.367137908935547
14.249999999999948;-59.331714630126953;-59.331714630126953
14.297499999999948;-59.337757110595703;-59.337757110595703
14.344999999999947;-59.367507934570313;-59.367507934570313
14.392499999999947;-59.332443237304688;-59.332443237304688
14.439999999999946;-59.318893432617188;-59.318893432617188
14.487499999999946;-59.339042663574219;-59.339042663574219
14.534999999999945;-59.294963836669922;-59.294963836669922
14.582499999999945;-59.353908538818359;-59.353908538818359
14.629999999999944;-59.321823120117188;-59.321823120117188
14.677499999999943;-59.405860900878906;-59.405860900878906
14.724999999999943;-59.379291534423828;-59.379291534423828
14.772499999999942;-59.403831481933594;-59.403831481933594
14.819999999999942;-59.375244140625;-59.375244140625
14.867499999999941;-59.40826416015625;-59.40826416015625
14.914999999999941;-59.396263122558594;-59.396263122558594
14.96249999999994;-59.369354248046875;-59.369354248046875
15.009999999999939;-59.433254241943359;-59.433254241943359
15.057499999999939;-59.473281860351563;-59.473281860351563
15.104999999999938;-59.428810119628906;-59.428810119628906
15.152499999999938;-59.478935241699219;-59.478935241699219
15.199999999999937;-59.498298645019531;-59.498298645019531
15.247499999999937;-59.439556121826172;-59.439556121826172
15.294999999999936;-59.560878753662109;-59.560878753662109
15.342499999999935;-59.486419677734375;-59.486419677734375
15.389999999999935;-59.581348419189453;-59.581348419189453
15.437499999999934;-59.607975006103516;-59.607975006103516
15.484999999999934;-59.600193023681641;-59.600193023681641
15.532499999999933;-59.608711242675781;-59.608711242675781
15.579999999999933;-59.650966644287109;-59.650966644287109
15.627499999999932;-59.710906982421875;-59.710906982421875
15.674999999999931;-59.700832366943359;-59.700832366943359
15.722499999999931;-59.733314514160156;-59.733314514160156
15.76999999999993;-59.760017395019531;-59.760017395019531
15.81749999999993;-59.805873870849609;-59.805873870849609
15.864999999999929;-59.864284515380859;-59.864284515380859
15.912499999999929;-59.880180358886719;-59.880180358886719
15.959999999999928;-59.901611328125;-59.901611328125
16.007499999999929;-59.926769256591797;-59.926769256591797
16.054999999999929;-59.971210479736328;-59.971210479736328
16.102499999999928;-59.982677459716797;-59.982677459716797
16.149999999999928;-60.041767120361328;-60.041767120361328
16.197499999999927;-60.091838836669922;-60.091838836669922
16.244999999999926;-60.082309722900391;-60.082309722900391
16.292499999999926;-60.120841979980469;-60.120841979980469
16.339999999999925;-60.120655059814453;-60.120655059814453
16.387499999999925;-60.175071716308594;-60.175071716308594
16.434999999999924;-60.226970672607422;-60.226970672607422
16.482499999999924;-60.243740081787109;-60.243740081787109
16.529999999999923;-60.253425598144531;-60.253425598144531
16.577499999999922;-60.367633819580078;-60.367633819580078
16.624999999999922;-60.294624328613281;-60.294624328613281
16.672499999999921;-60.38690185546875;-60.38690185546875
16.719999999999921;-60.426876068115234;-60.426876068115234
16.76749999999992;-60.385795593261719;-60.385795593261719
16.81499999999992;-60.472576141357422;-60.472576141357422
16.862499999999919;-60.562118530273438;-60.562118530273438
16.909999999999918;-60.626293182373047;-60.626293182373047
16.957499999999918;-60.637630462646484;-60.637630462646484
17.004999999999917;-60.461219787597656;-60.461219787597656
17.052499999999917;-60.646415710449219;-60.646415710449219
17.099999999999916;-60.690471649169922;-60.690471649169922
17.147499999999916;-60.717563629150391;-60.717563629150391
17.194999999999915;-60.708343505859375;-60.708343505859375
17.242499999999914;-60.676490783691406;-60.676490783691406
17.289999999999914;-60.766624450683594;-60.766624450683594
17.337499999999913;-60.751415252685547;-60.751415252685547
17.384999999999913;-60.757156372070313;-60.757156372070313
17.432499999999912;-60.840621948242187;-60.840621948242187
17.479999999999912;-60.74530029296875;-60.74530029296875
17.527499999999911;-60.847042083740234;-60.847042083740234
17.57499999999991;-60.896507263183594;-60.896507263183594
17.62249999999991;-60.877723693847656;-60.877723693847656
17.669999999999909;-60.916088104248047;-60.916088104248047
17.717499999999909;-60.807880401611328;-60.807880401611328
17.764999999999908;-60.912204742431641;-60.912204742431641
17.812499999999908;-60.851806640625;-60.851806640625
17.859999999999907;-60.825061798095703;-60.825061798095703
17.907499999999906;-60.825790405273438;-60.825790405273438
17.954999999999906;-60.743450164794922;-60.743450164794922
18.002499999999905;-60.807338714599609;-60.807338714599609
18.049999999999905;-60.831279754638672;-60.831279754638672
18.097499999999904;-60.801315307617188;-60.801315307617188
18.144999999999904;-60.793472290039063;-60.793472290039063
18.192499999999903;-60.801124572753906;-60.801124572753906
18.239999999999903;-60.776721954345703;-60.776721954345703
18.287499999999902;-60.684024810791016;-60.684024810791016
18.334999999999901;-60.752151489257813;-60.752151489257813
18.382499999999901;-60.769771575927734;-60.769771575927734
18.4299999999999;-60.739002227783203;-60.739002227783203
18.4774999999999;-60.720149993896484;-60.720149993896484
18.524999999999899;-60.711471557617188;-60.711471557617188
18.572499999999899;-60.699127197265625;-60.699127197265625
18.619999999999898;-60.682373046875;-60.682373046875
18.667499999999897;-60.6378173828125;-60.6378173828125
18.714999999999897;-60.5987548828125;-60.5987548828125
18.762499999999896;-60.585109710693359;-60.585109710693359
18.809999999999896;-60.621364593505859;-60.621364593505859
18.857499999999895;-60.581398010253906;-60.581398010253906
18.904999999999895;-60.624839782714844;-60.624839782714844
18.952499999999894;-60.611881256103516;-60.611881256103516
18.999999999999893;-60.560264587402344;-60.560264587402344
19.047499999999893;-60.529033660888672;-60.529033660888672
19.094999999999892;-60.569896697998047;-60.569896697998047
19.142499999999892;-60.587467193603516;-60.587467193603516
19.189999999999891;-60.61041259765625;-60.61041259765625
19.237499999999891;-60.547496795654297;-60.547496795654297
19.28499999999989;-60.599853515625;-60.599853515625
19.332499999999889;-60.616439819335938;-60.616439819335938
19.379999999999889;-60.627937316894531;-60.627937316894531
19.427499999999888;-60.603305816650391;-60.603305816650391
19.474999999999888;-60.547870635986328;-60.547870635986328
19.522499999999887;-60.631961822509766;-60.631961822509766
19.569999999999887;-60.667129516601563;-60.667129516601563
19.617499999999886;-60.678886413574219;-60.678886413574219
19.664999999999885;-60.699302673339844;-60.699302673339844
19.712499999999885;-60.765693664550781;-60.765693664550781
19.759999999999884;-60.750114440917969;-60.750114440917969
19.807499999999884;-60.748260498046875;-60.748260498046875
19.854999999999883;-60.767360687255859;-60.767360687255859
19.902499999999883;-60.771446228027344;-60.771446228027344
19.949999999999882;-60.726612091064453;-60.726612091064453
19.997499999999881;-60.878086090087891;-60.878086090087891
20.044999999999881;-60.871650695800781;-60.871650695800781
20.09249999999988;-60.840991973876953;-60.840991973876953
20.13999999999988;-60.903152465820313;-60.903152465820313
20.187499999999879;-60.804779052734375;-60.804779052734375
20.234999999999879;-60.902412414550781;-60.902412414550781
20.282499999999878;-60.908134460449219;-60.908134460449219
20.329999999999878;-60.931072235107422;-60.931072235107422
20.377499999999877;-60.949420928955078;-60.949420928955078
20.424999999999876;-61.0057373046875;-61.0057373046875
20.472499999999876;-60.916454315185547;-60.916454315185547
20.519999999999875;-60.891716003417969;-60.891716003417969
20.567499999999875;-60.975635528564453;-60.975635528564453
20.614999999999874;-60.962543487548828;-60.962543487548828
20.662499999999874;-60.913494110107422;-60.913494110107422
20.709999999999873;-60.946266174316406;-60.946266174316406
20.757499999999872;-60.982192993164063;-60.982192993164063
20.804999999999872;-60.924587249755859;-60.924587249755859
20.852499999999871;-61.053367614746094;-61.053367614746094
20.899999999999871;-61.038867950439453;-61.038867950439453
20.94749999999987;-61.116054534912109;-61.116054534912109
20.99499999999987;-61.020366668701172;-61.020366668701172
21.042499999999869;-61.095542907714844;-61.095542907714844
21.089999999999868;-61.06402587890625;-61.06402587890625
21.137499999999868;-61.087791442871094;-61.087791442871094
21.184999999999867;-61.038867950439453;-61.038867950439453
21.232499999999867;-61.147598266601562;-61.147598266601562
21.279999999999866;-61.108661651611328;-61.108661651611328
21.327499999999866;-61.133094787597656;-61.133094787597656
21.374999999999865;-61.080413818359375;-61.080413818359375
21.422499999999864;-61.169277191162109;-61.169277191162109
21.469999999999864;-61.076911926269531;-61.076911926269531
21.517499999999863;-61.138294219970703;-61.138294219970703
21.564999999999863;-61.149238586425781;-61.149238586425781
21.612499999999862;-61.195209503173828;-61.195209503173828
21.659999999999862;-61.111064910888672;-61.111064910888672
21.707499999999861;-61.167083740234375;-61.167083740234375
21.75499999999986;-61.114582061767578;-61.114582061767578
21.80249999999986;-61.158161163330078;-61.158161163330078
21.849999999999859;-61.175113677978516;-61.175113677978516
21.897499999999859;-61.029884338378906;-61.029884338378906
21.944999999999858;-61.147789001464844;-61.147789001464844
21.992499999999858;-61.053367614746094;-61.053367614746094
